1492063391.838713,14
1492063391.844276,14
1492063391.849094,14
1492063391.859300,14
1492063391.866464,14
1492063391.871942,14
1492063391.876320,14
1492063391.880334,14
1492063391.885073,14
1492063391.891241,14
1492063391.896230,14
1492063391.900254,14
1492063391.906151,14
1492063391.912277,14
1492063391.920675,14
1492063391.928752,14
1492063391.935087,14
1492063391.941452,14
1492063391.946023,14
1492063391.954019,14
1492063391.960128,14
1492063391.966577,14
1492063391.975054,14
1492063391.982503,14
1492063391.989497,14
1492063391.994200,14
1492063392.001010,14
1492063392.005422,14
1492063392.011532,14
1492063392.015893,14
1492063392.020033,14
1492063392.026065,14
1492063392.029964,14
1492063392.034390,14
1492063392.039368,14
1492063392.043858,14
1492063392.047909,14
1492063392.052013,14
1492063392.060833,14
1492063392.064926,14
1492063392.068664,14
1492063392.073091,14
1492063392.077248,14
1492063392.081185,14
1492063392.085998,14
1492063392.091746,14
1492063392.096749,14
1492063392.100928,14
1492063392.105503,14
1492063392.109934,14
1492063392.113956,14
1492063392.120660,14
1492063392.125271,14
1492063392.129173,14
1492063392.133032,14
1492063392.137618,14
1492063392.142613,14
1492063392.146893,14
1492063392.152981,14
1492063392.157420,14
1492063392.161801,14
1492063392.168597,14
1492063392.172974,14
1492063392.176976,14
1492063392.181438,14
1492063392.187307,14
1492063392.193284,14
1492063392.198230,14
1492063392.202416,14
1492063392.207097,14
1492063392.211262,14
1492063392.218545,14
1492063392.227958,14
1492063392.232094,14
1492063392.235872,14
1492063392.240835,14
1492063392.244879,14
1492063392.249465,14
1492063392.254024,14
1492063392.260546,14
1492063392.264319,14
1492063392.268303,14
1492063392.272604,14
1492063392.277232,14
1492063392.281440,14
1492063392.285660,14
1492063392.294304,14
1492063392.298848,14
1492063392.303162,14
1492063392.309193,14
1492063392.313264,14
1492063392.317690,14
1492063392.321964,14
1492063392.328369,14
1492063392.332486,14
1492063392.342105,14
1492063392.346354,14
1492063392.350746,14
1492063392.355037,14
1492063392.359441,14
1492063392.364825,14
1492063392.372355,14
1492063392.376770,14
1492063392.380623,14
1492063392.384871,14
1492063392.389597,14
1492063392.393734,14
1492063392.399503,14
1492063392.403972,14
1492063392.408690,14
1492063392.413121,14
1492063392.416915,14
1492063392.420961,14
1492063392.425775,14
1492063392.431330,14
1492063392.435774,14
1492063392.440332,14
1492063392.444277,14
1492063392.448391,14
1492063392.452335,14
1492063392.456678,14
1492063392.460620,14
1492063392.466323,14
1492063392.470643,14
1492063392.474903,14
1492063392.478879,14
1492063392.483095,14
1492063392.487810,14
1492063392.493967,14
1492063392.498948,14
1492063392.503351,14
1492063392.507782,14
1492063392.512325,14
1492063392.516426,14
1492063392.520176,14
1492063392.525588,14
1492063392.529917,14
1492063392.534242,14
1492063392.539219,14
1492063392.543237,14
1492063392.547199,14
1492063392.551031,14
1492063392.555848,14
1492063392.560998,14
1492063392.565295,14
1492063392.569796,14
1492063392.573927,14
1492063392.577476,14
1492063392.581683,14
1492063392.585829,14
1492063392.590408,14
1492063392.594392,14
1492063392.600182,14
1492063392.604305,14
1492063392.608365,14
1492063392.612287,14
1492063392.617859,14
1492063392.621964,14
1492063392.626086,14
1492063392.630218,14
1492063392.634310,14
1492063392.638729,14
1492063392.642795,14
1492063392.646798,14
1492063392.650988,14
1492063392.654995,14
1492063392.659168,14
1492063392.663719,14
1492063392.667687,14
1492063392.671604,14
1492063392.675558,14
1492063392.679498,14
1492063392.683355,14
1492063392.687301,14
1492063392.691940,14
1492063392.697497,14
1492063392.702359,14
1492063392.706637,14
1492063392.711192,14
1492063392.715357,14
1492063392.719517,14
1492063392.725462,14
1492063392.729685,14
1492063392.734095,14
1492063392.738000,14
1492063392.742746,14
1492063392.746735,14
1492063392.750914,14
1492063392.756818,14
1492063392.760770,14
1492063392.764884,14
1492063392.768995,14
1492063392.773322,14
1492063392.777698,14
1492063392.781790,14
1492063392.785917,14
1492063392.791142,14
1492063392.795660,14
1492063392.800709,14
1492063392.807692,14
1492063392.811699,14
1492063392.816080,14
1492063392.821883,14
1492063392.825783,14
1492063392.829813,14
1492063392.836316,14
1492063392.840519,14
1492063392.844769,14
1492063392.849465,14
1492063392.853621,14
1492063392.858611,14
1492063392.862728,14
1492063392.866494,14
1492063392.872473,14
1492063392.876582,14
1492063392.880478,14
1492063392.884615,14
1492063392.889715,14
1492063392.894392,14
1492063392.899510,14
1492063392.903647,14
1492063392.907935,14
1492063392.912432,14
1492063392.916887,14
1492063392.921477,14
1492063392.925335,14
1492063392.929387,14
1492063392.933742,14
1492063392.937852,14
1492063392.942488,14
1492063392.947825,14
1492063392.951895,14
1492063392.956025,14
1492063392.959978,14
1492063392.968004,14
1492063392.972296,14
1492063392.977735,14
1492063392.982114,14
1492063392.986587,14
1492063392.993106,14
1492063392.997558,14
1492063393.001462,14
1492063393.005720,14
1492063393.010021,14
1492063393.013791,14
1492063393.017648,14
1492063393.021843,14
1492063393.026315,14
1492063393.030343,14
1492063393.034380,14
1492063393.040566,14
1492063393.044265,14
1492063393.048013,14
1492063393.052299,14
1492063393.056765,14
1492063393.060608,14
1492063393.064998,14
1492063393.070187,14
1492063393.074302,14
1492063393.078085,14
1492063393.082070,14
1492063393.086926,14
1492063393.091130,14
1492063393.095138,14
1492063393.101138,14
1492063393.106043,14
1492063393.109978,14
1492063393.114052,14
1492063393.118180,14
1492063393.122483,14
1492063393.126409,14
1492063393.131512,14
1492063393.135530,14
1492063393.139983,14
1492063393.143887,14
1492063393.147921,14
1492063393.152712,14
